Date,High,Low,Open,Close,Volume,Adj Close
2/26/1997,13610.40039,13524.40039,13541.40039,13541.7998,0,13541.7998
2/27/1997,13561.7002,13425.7998,13455.2002,13546.59961,0,13546.59961
2/28/1997,13520.7998,13347.40039,13520.7998,13398.7002,0,13398.7002
3/3/1997,13543.5,13354.59961,13426.2998,13507.2998,0,13507.2998
3/4/1997,13497.59961,13405.2002,13433.5,13450.09961,0,13450.09961
3/5/1997,13498.59961,13359.09961,13474.40039,13410.7998,0,13410.7998
3/6/1997,13568.90039,13381.2998,13487.2002,13416.40039,0,13416.40039
3/7/1997,13424.7002,13304.2002,13424.7002,13337.40039,0,13337.40039
3/10/1997,13445.5,13240.7998,13389.2002,13268.7998,0,13268.7998
3/11/1997,13342.5,13220.09961,13304.40039,13252.2002,0,13252.2002
3/12/1997,13250,13074,13250,13119.09961,0,13119.09961
3/13/1997,13056.2998,12877.09961,13056.2998,12917.09961,0,12917.09961
3/14/1997,12807.2002,12630.2002,12723.7998,12736.5,0,12736.5
3/17/1997,12870.2998,12759.40039,12759.40039,12838.5,0,12838.5
3/18/1997,12843,12687.40039,12843,12748.90039,0,12748.90039
3/19/1997,12735.59961,12650.2998,12695.7002,12651.40039,0,12651.40039
3/20/1997,12737.5,12460.5,12659.90039,12472.2998,0,12472.2998
3/21/1997,12548.2002,12331.59961,12381.2998,12489.2998,0,12489.2998
3/24/1997,12749.09961,12493,12493,12749.09961,0,12749.09961
3/25/1997,12914.90039,12784.59961,12834.7002,12832.5,0,12832.5
3/26/1997,12854.2998,12740,12808.59961,12776.40039,0,12776.40039
3/27/1997,12534.2998,12463.2998,12463.2998,12534.2998,0,12534.2998
3/31/1997,,,,,,
4/1/1997,12230.09961,11951.90039,12230.09961,12074.2002,0,12074.2002
4/2/1997,12177,12067.90039,12167.7998,12136.2998,0,12136.2998
4/3/1997,12270.7002,12013.5,12036.40039,12055.2002,0,12055.2002
4/4/1997,12213.5,12056,12060,12204.59961,0,12204.59961
4/7/1997,12359.2002,12244.90039,12244.90039,12287.7998,0,12287.7998
4/8/1997,12398.59961,12286.5,12316.5,12398.59961,0,12398.59961
4/9/1997,12451.5,12353.09961,12418.09961,12426.7002,0,12426.7002
4/10/1997,12409,12308.2998,12409,12358.7002,0,12358.7002
4/11/1997,12522.09961,12351.7998,12351.7998,12516.59961,0,12516.59961
4/14/1997,12396,12264.7998,12347.2998,12296,0,12296
4/15/1997,12392.7002,12315.40039,12332.7998,12342,0,12342
4/16/1997,12613.90039,12485.90039,12485.90039,12581.2998,0,12581.2998
4/17/1997,12635.5,12474.2002,12622.7998,12516.2002,0,12516.2002
4/18/1997,12568.40039,12482.7998,12496.09961,12541.09961,0,12541.09961
4/21/1997,12711.2998,12548.59961,12548.59961,12626,0,12626
4/22/1997,12648.2998,12533.7002,12614.59961,12580.90039,0,12580.90039
4/23/1997,12758.2998,12687,12703.5,12707,0,12707
4/24/1997,12729.09961,12610.7002,12688,12726.7998,0,12726.7998
4/25/1997,12783.90039,12643.2998,12707.59961,12645.7998,0,12645.7998
4/28/1997,12649.2002,12565.90039,12645.09961,12610.2002,0,12610.2002
4/29/1997,12697.2002,12571.59961,12621,12600.40039,0,12600.40039
4/30/1997,12924.2998,12819.5,12819.5,12903.2998,0,12903.2998
5/1/1997,13024.7998,12845.40039,12892.2002,13020.7998,0,13020.7998
5/2/1997,13145.90039,13015.7002,13026.59961,13081.7002,0,13081.7002
5/5/1997,13439.7998,13238.59961,13238.59961,13399.2998,0,13399.2998
5/6/1997,13679.90039,13520.40039,13520.40039,13579.2998,0,13579.2998
5/7/1997,13649.2998,13533.09961,13607.7002,13605.90039,0,13605.90039
5/8/1997,13740.2998,13447.5,13471.2998,13740.2998,0,13740.2998
5/9/1997,14047.2002,13866.90039,13879.40039,13930.7998,0,13930.7998
5/12/1997,14130.09961,13952.2998,14062.40039,13987.7998,0,13987.7998
5/13/1997,14019,13875.90039,14007.7998,13906.5,0,13906.5
5/14/1997,14153.59961,13830.2002,13912,14153.59961,0,14153.59961
5/15/1997,14167,13936.5,14111.59961,14041.90039,0,14041.90039
5/16/1997,14133.7002,13932.5,14021,14062.40039,0,14062.40039
5/19/1997,14145,13946.90039,13966.5,14108.7998,0,14108.7998
5/20/1997,14254,14072.7998,14093,14236.2002,0,14236.2002
5/21/1997,14398.59961,14207.90039,14323.2002,14235.5,0,14235.5
5/22/1997,14324,14173.5,14198.5,14212,0,14212
5/23/1997,14331.7002,14157.2998,14183.90039,14331.7002,0,14331.7002
5/27/1997,14618.40039,14505.90039,14588.7002,14540.2002,0,14540.2002
5/28/1997,14688.5,14534.40039,14555.7998,14556.5,0,14556.5
5/29/1997,14528.90039,14299,14528.90039,14416.59961,0,14416.59961
5/30/1997,14757.7998,14336.40039,14389.7002,14757.7998,0,14757.7998
6/2/1997,14998.09961,14737.09961,14737.09961,14991,0,14991
6/3/1997,15021,14607.2002,14935.59961,14760.2002,0,14760.2002
6/4/1997,14979.7998,14755.2998,14764.7002,14831.59961,0,14831.59961
6/5/1997,14914.2998,14709,14799.59961,14795.5,0,14795.5
6/6/1997,14975,14609.2002,14833.40039,14655.09961,0,14655.09961
6/9/1997,,,,,,
6/10/1997,14856.7998,14391.90039,14808.40039,14439.7002,0,14439.7002
6/11/1997,14575.2002,14214,14422.40039,14421.5,0,14421.5
6/12/1997,14383.7002,13916.2998,14339.90039,13924.2998,0,13924.2998
6/13/1997,14145.40039,13796,14110.7002,14112.59961,0,14112.59961
6/16/1997,14426.59961,14163.2002,14163.2002,14394.59961,0,14394.59961
6/17/1997,14434.7998,14284.2998,14372.90039,14307.2002,0,14307.2002
6/18/1997,14260.40039,13999.7002,14210.2998,14203.90039,0,14203.90039
6/19/1997,14569.09961,14137.2002,14172.2998,14506.5,0,14506.5
6/20/1997,15154.40039,14624.90039,14624.90039,15154.40039,0,15154.40039
6/23/1997,15322.2998,14993.7002,15148.5,15021.2002,0,15021.2002
6/24/1997,15028.7002,14797.09961,14825.7998,14891,0,14891
6/25/1997,15201,15034.2998,15034.2998,15065,0,15065
6/26/1997,15275.40039,14942.09961,15014.5,15127,0,15127
6/27/1997,15275.5,15095.2998,15181.59961,15196.7998,0,15196.7998
6/30/1997,,,,,,
7/1/1997,,,,,,
7/2/1997,,,,,,
7/3/1997,15363.59961,15035.90039,15346,15055.7002,0,15055.7002
7/7/1997,15003,14723.5,14844.7998,14858.59961,0,14858.59961
7/8/1997,14876.09961,14686.2002,14847,14792.2002,0,14792.2002
7/9/1997,14931.59961,14659.2998,14820.2998,14703.7002,0,14703.7002
7/10/1997,14849.7002,14549.90039,14666.7998,14839.2002,0,14839.2002
7/11/1997,15225.2998,14870.7998,14870.7998,15225.2998,0,15225.2998
7/14/1997,15502.5,15298.90039,15298.90039,15370.90039,0,15370.90039
7/15/1997,15509,15260.7002,15388.7998,15487.2002,0,15487.2002
7/16/1997,15635.5,15392.5,15577.90039,15446,0,15446
7/17/1997,15783.2998,15552.2002,15606.2998,15706.2998,0,15706.2998
7/18/1997,15769.40039,15554.09961,15611.5,15570.40039,0,15570.40039
7/21/1997,15710.59961,15370.40039,15424.40039,15536.2998,0,15536.2998
7/22/1997,15602.90039,15397.7002,15486.09961,15446.7998,0,15446.7998
7/23/1997,15738.7998,15551.2002,15551.2002,15738.7998,0,15738.7998
7/24/1997,15880.59961,15691.40039,15801.90039,15709.2002,0,15709.2002
7/25/1997,15769.90039,15631.90039,15720.7998,15658.09961,0,15658.09961
7/28/1997,15770.09961,15627,15627,15666.59961,0,15666.59961
7/29/1997,15782.90039,15681.90039,15681.90039,15772.09961,0,15772.09961
7/30/1997,16055.2002,15842.59961,15842.59961,15983.2002,0,15983.2002
7/31/1997,16365.7002,16144.59961,16144.59961,16365.7002,0,16365.7002
8/1/1997,16449.5,16336.2002,16424.19922,16379.2002,0,16379.2002
8/4/1997,16430.30078,16166.7002,16342,16259.59961,0,16259.59961
8/5/1997,16482.69922,16305.7998,16423.09961,16371.5,0,16371.5
8/6/1997,16600.59961,16402,16418.19922,16541.59961,0,16541.59961
8/7/1997,16820.30078,16615.40039,16683,16673.30078,0,16673.30078
8/8/1997,16686.30078,16482,16668,16647.5,0,16647.5
8/11/1997,16478.09961,16328.7002,16449.19922,16460.5,0,16460.5
8/12/1997,16660.80078,16320.2998,16572,16383.40039,0,16383.40039
8/13/1997,16484.90039,16176.2998,16318.59961,16482.90039,0,16482.90039
8/14/1997,16541,16337.59961,16465,16497.69922,0,16497.69922
8/15/1997,16555.5,16002.90039,16503.59961,16096.90039,0,16096.90039
8/18/1997,,,,,,
8/19/1997,15848.7998,15355.90039,15559.7002,15477.2998,0,15477.2998
8/20/1997,15882.40039,15571.90039,15571.90039,15855.7002,0,15855.7002
8/21/1997,16184.2998,15628.5,15921.59961,15654,0,15654
8/22/1997,15642.7002,15300.7998,15497.2998,15429.7998,0,15429.7998
8/25/1997,15604.7002,15322,15411.2998,15598.90039,0,15598.90039
8/26/1997,15704.09961,15500,15617.7002,15547.2002,0,15547.2002
8/27/1997,15534,15284.7002,15470.09961,15534,0,15534
8/28/1997,15608,14820.2998,15590.09961,14876.09961,0,14876.09961
8/29/1997,14420.7002,14088,14360.40039,14135.2002,0,14135.2002
9/2/1997,13810.7998,12899.7998,13777.2998,13735.2998,0,13735.2998
9/3/1997,14714,14287.09961,14334.7998,14714,0,14714
9/4/1997,14609.7002,14089.7002,14609.7002,14199.2002,0,14199.2002
9/5/1997,14576.7002,14201,14296.7002,14563.59961,0,14563.59961
9/8/1997,14910,14618.09961,14639.7998,14806.5,0,14806.5
9/9/1997,15043.5,14827.2998,14861.7998,14996.7002,0,14996.7002
9/10/1997,15042.90039,14746.90039,15031.59961,14805.40039,0,14805.40039
9/11/1997,14581.59961,14238.2998,14581.59961,14308.2998,0,14308.2998
9/12/1997,14485.5,14023.7002,14194,14470.5,0,14470.5
9/15/1997,14764.40039,14600.7002,14642.2002,14630.7002,0,14630.7002
9/16/1997,14607.09961,14358.59961,14600.59961,14411.2002,0,14411.2002
9/17/1997,,,,,,
9/18/1997,14528,14034.2002,14512,14419.5,0,14419.5
9/19/1997,14569.7002,14374.7998,14499.40039,14384.09961,0,14384.09961
9/22/1997,14385.09961,14015.7998,14385.09961,14108.09961,0,14108.09961
9/23/1997,14202.2002,13921.2998,14144.09961,14094.40039,0,14094.40039
9/24/1997,14291.59961,14095.40039,14112.7998,14205.40039,0,14205.40039
9/25/1997,14660.59961,14237.7002,14285.59961,14636.59961,0,14636.59961
9/26/1997,14754.2002,14537.7002,14648.2002,14710.90039,0,14710.90039
9/29/1997,14941,14770.2998,14874.09961,14864.40039,0,14864.40039
9/30/1997,15049.2998,14835.2002,14946.7002,15049.2998,0,15049.2998
10/1/1997,,,,,,
10/2/1997,,,,,,
10/3/1997,15185,15043.7998,15133.2998,15128,0,15128
10/6/1997,15242.7002,14776.7998,15190.5,14776.7998,0,14776.7998
10/7/1997,14903.2998,14627.09961,14762.2998,14810.7998,0,14810.7998
10/8/1997,14959.5,14735,14795.2002,14838.5,0,14838.5
10/9/1997,14713.2002,14260.7002,14713.2002,14273.09961,0,14273.09961
10/10/1997,,,,,,
10/13/1997,14242.90039,13886.59961,14242.90039,14072.90039,0,14072.90039
10/14/1997,14260,13769.5,14147.59961,13836.59961,0,13836.59961
10/15/1997,13785.7998,13148.2002,13785.7998,13384.2002,0,13384.2002
10/16/1997,13574.7002,13142.40039,13317.2002,13567.2998,0,13567.2998
10/17/1997,13749,13270.40039,13475.7002,13601,0,13601
10/20/1997,13473.7002,12967.7998,13473.7002,12970.90039,0,12970.90039
10/21/1997,13052.09961,12353.09961,13052.09961,12403.09961,0,12403.09961
10/22/1997,12412.40039,11637.7998,12242.09961,11637.7998,0,11637.7998
10/23/1997,11203.40039,9766.700195,11083.2002,10426.2998,0,10426.2998
10/24/1997,11147.7998,10187.90039,10226.7998,11144.2998,0,11144.2998
10/27/1997,10902.40039,10377.2002,10902.40039,10498.2002,0,10498.2002
10/28/1997,9649.099609,8775.900391,9649.099609,9059.900391,0,9059.900391
10/29/1997,10765.2998,10130.5,10130.5,10765.2998,0,10765.2998
10/30/1997,10510.5,9924.599609,10444.5,10362.90039,0,10362.90039
10/31/1997,10764.40039,9907.200195,10122.7002,10623.7998,0,10623.7998
11/3/1997,11350.40039,10901.90039,10901.90039,11255.09961,0,11255.09961
11/4/1997,11661,10747.5,11543.90039,10780.7998,0,10780.7998
11/5/1997,10818.09961,10422.5,10663.2002,10681.7998,0,10681.7998
11/6/1997,10812.2998,10364.90039,10777.5,10412.59961,0,10412.59961
11/7/1997,10346.7998,9796.400391,10346.7998,10104.5,0,10104.5
11/10/1997,10181.40039,9836.099609,9920.599609,9992.799805,0,9992.799805
11/11/1997,10251.7002,9967.400391,10006.2002,10004.09961,0,10004.09961
11/12/1997,9965.700195,9510.099609,9965.700195,9607.900391,0,9607.900391
11/13/1997,9873,9436.599609,9522,9720.799805,0,9720.799805
11/14/1997,10098.2002,9805.900391,9894.099609,9957.299805,0,9957.299805
11/17/1997,10512.40039,10180.7002,10180.7002,10419.7998,0,10419.7998
11/18/1997,10501.90039,10188.59961,10501.90039,10245.2002,0,10245.2002
11/19/1997,10154.40039,9901,10103.09961,10154.40039,0,10154.40039
11/20/1997,10229,9978,10117.2998,10050.7002,0,10050.7002
11/21/1997,10602.5,10300.2002,10308,10548.2002,0,10548.2002
11/24/1997,10674.7998,10462.7998,10647.2998,10586.40039,0,10586.40039
11/25/1997,10473.2002,10300.2998,10392.5,10325.59961,0,10325.59961
11/26/1997,10619.5,10395.2998,10395.2998,10590.09961,0,10590.09961
11/28/1997,10581.7998,10378.7002,10441.2002,10526.90039,0,10526.90039
12/1/1997,10769.09961,10510.7998,10510.7998,10750.90039,0,10750.90039
12/2/1997,11253.2998,10881.7002,10881.7002,11216.40039,0,11216.40039
12/3/1997,11297.59961,11014,11193.7998,11207.59961,0,11207.59961
12/4/1997,11494.40039,11183.40039,11207.5,11474.90039,0,11474.90039
12/5/1997,11638.2998,11401.09961,11590,11527.59961,0,11527.59961
12/8/1997,11842.7002,11573.09961,11613,11722.90039,0,11722.90039
12/9/1997,11704.40039,11410.2002,11704.40039,11490.7002,0,11490.7002
12/10/1997,11419.7002,11022.40039,11419.7002,11022.40039,0,11022.40039
12/11/1997,10765.90039,10259,10765.90039,10420.2002,0,10420.2002
12/12/1997,10614.7002,10114.7998,10219.59961,10614.7002,0,10614.7002
12/15/1997,10665.90039,10346.2002,10599.40039,10435.2002,0,10435.2002
12/16/1997,10533.59961,10305.90039,10504.7998,10346.40039,0,10346.40039
12/17/1997,10723.09961,10463.7998,10463.7998,10692.7002,0,10692.7002
12/18/1997,10754.09961,10627.5,10663.2998,10754.09961,0,10754.09961
12/19/1997,10573.5,10352.7002,10573.5,10405.7998,0,10405.7998
12/22/1997,10383.7998,10058.5,10335.7002,10172.5,0,10172.5
12/23/1997,10441.7998,10134.2998,10240.7002,10368.09961,0,10368.09961
12/24/1997,10376.2002,10250.7998,10288,10342.40039,0,10342.40039
12/26/1997,,,,,,
12/29/1997,10556.5,10350.2998,10350.2998,10503,0,10503
12/30/1997,10767.59961,10593,10593,10755.2002,0,10755.2002
12/31/1997,10935.59961,10628.2998,10831.90039,10722.7998,0,10722.7998
1/2/1998,10822.7002,10594.09961,10743.7002,10680.59961,0,10680.59961
1/5/1998,10698.2998,10301.40039,10673.90039,10303.5,0,10303.5
1/6/1998,10212.40039,10056.40039,10212.40039,10135.5,0,10135.5
1/7/1998,10084.2002,9515.799805,10084.2002,9538.599609,0,9538.599609
1/8/1998,9579.599609,8928.900391,9553.400391,9254.5,0,9254.5
1/9/1998,9073.900391,8721.099609,8971.700195,8894.599609,0,8894.599609
1/12/1998,8349.799805,7909.100098,8214.299805,8121.100098,0,8121.100098
1/13/1998,8741.5,8333.700195,8333.700195,8720,0,8720
1/14/1998,9317,8913.5,8913.5,9226.599609,0,9226.599609
1/15/1998,9094.099609,8471.700195,9094.099609,8579,0,8579
1/16/1998,9044.299805,8668.5,8668.5,8900,0,8900
1/20/1998,9659.299805,9212.099609,9328.200195,9433.700195,0,9433.700195
1/21/1998,9572.400391,9127.900391,9558.700195,9246.799805,0,9246.799805
1/22/1998,9068.5,8773.900391,9068.5,8883.700195,0,8883.700195
1/23/1998,8943.799805,8641.200195,8849.299805,8920.200195,0,8920.200195
1/26/1998,9278.799805,8948.099609,9045.400391,8973.900391,0,8973.900391
1/27/1998,9254,9032.400391,9047.799805,9252.400391,0,9252.400391
1/28/1998,,,,,,
1/29/1998,,,,,,
1/30/1998,,,,,,
2/2/1998,10697,9800,9800,10578.59961,0,10578.59961
2/3/1998,10743.2002,10387.90039,10705.40039,10525.5,0,10525.5
2/4/1998,10704.59961,10302.59961,10420.7998,10302.59961,0,10302.59961
2/5/1998,10508.2002,10192.2002,10228.40039,10442.09961,0,10442.09961
2/6/1998,10681.90039,10485.90039,10580.5,10485.90039,0,10485.90039
2/9/1998,10894.7002,10530.59961,10530.59961,10873.2002,0,10873.2002
2/10/1998,10928.2002,10581.5,10908.2998,10859.7002,0,10859.7002
2/11/1998,11189.7998,10754.5,11101.7002,10793.40039,0,10793.40039
2/12/1998,10748.7998,10511.5,10748.7998,10620,0,10620
2/13/1998,10510.59961,10148.7002,10510.59961,10274.59961,0,10274.59961
2/17/1998,10358.2998,10169.2998,10169.2998,10232,0,10232
2/18/1998,10671,10327.40039,10333,10671,0,10671
2/19/1998,11081.40039,10581.2998,11002.09961,10581.2998,0,10581.2998
2/20/1998,10671.40039,10349,10491.7998,10600,0,10600
2/23/1998,10871,10652.59961,10796,10685.2002,0,10685.2002
2/24/1998,10740.7998,10491.2002,10740.7998,10683.2998,0,10683.2998
2/25/1998,10886.7002,10632.7998,10676.40039,10886.7002,0,10886.7002
2/26/1998,11383.09961,11014.59961,11094.2998,11224.7998,0,11224.7998
2/27/1998,11480.7002,11185.09961,11294.59961,11480.7002,0,11480.7002
3/2/1998,11669.90039,11302.7998,11486.7002,11318.7998,0,11318.7998
3/3/1998,11447.59961,11258.90039,11343.2002,11425.5,0,11425.5
3/4/1998,11414.2002,11192.7002,11414.2002,11350.7998,0,11350.7998
3/5/1998,11161.5,10801.40039,11161.5,10803.7002,0,10803.7002
3/6/1998,10994.7002,10708.2002,10730.2998,10919.5,0,10919.5
3/9/1998,11006.90039,10697.90039,10892.7998,10994.09961,0,10994.09961
3/10/1998,11093.59961,10898.59961,10995.2998,10898.59961,0,10898.59961
3/11/1998,11166.09961,10984.40039,10984.40039,11118.90039,0,11118.90039
3/12/1998,11229.7998,10827.2998,11094.5,10902.5,0,10902.5
3/13/1998,11076.09961,10889.90039,10889.90039,11057,0,11057
3/16/1998,11207.40039,10986.2998,11034.5,11181.5,0,11181.5
3/17/1998,11349.2998,11239.2002,11268,11255.5,0,11255.5
3/18/1998,11308.59961,11011.59961,11279,11121.7002,0,11121.7002
3/19/1998,11459.09961,11139.09961,11162.7998,11445,0,11445
3/20/1998,11715.7002,11551,11553.40039,11564.2002,0,11564.2002
3/23/1998,11672.7998,11488.90039,11633.2998,11594.2998,0,11594.2998
3/24/1998,11688.7002,11516.7998,11546.59961,11645.40039,0,11645.40039
3/25/1998,11891.5,11745.59961,11745.59961,11810.59961,0,11810.59961
3/26/1998,11926.2002,11717.2002,11911.2002,11757.90039,0,11757.90039
3/27/1998,11868.7002,11677.5,11703.7002,11735.5,0,11735.5
3/30/1998,11874.7002,11503.09961,11834.90039,11503.7998,0,11503.7998
3/31/1998,11578.40039,11404.59961,11447.7002,11518.7002,0,11518.7002
4/1/1998,11491.2002,11291.7998,11491.2002,11331.40039,0,11331.40039
4/2/1998,11372.40039,11097.09961,11352.7002,11189.7002,0,11189.7002
4/3/1998,11206.59961,10952.5,11126.5,11052.7002,0,11052.7002
4/6/1998,,,,,,
4/7/1998,11214.90039,10997.40039,11178.09961,11049.40039,0,11049.40039
4/8/1998,11429.7998,11011.90039,11012.7998,11314.5,0,11314.5
4/9/1998,11405.90039,11167.09961,11261.7002,11342,0,11342
4/13/1998,,,,,,
4/14/1998,11506,11296.40039,11449.2002,11420.2998,0,11420.2998
4/15/1998,11490.2998,11269.09961,11471,11371.09961,0,11371.09961
4/16/1998,11315.40039,11110.59961,11315.40039,11187.7998,0,11187.7998
4/17/1998,11055,10876,11055,11001.2998,0,11001.2998
4/20/1998,11151.59961,10999.2002,11075,11151.59961,0,11151.59961
4/21/1998,11191.90039,10945.90039,11125.40039,10968.2998,0,10968.2998
4/22/1998,11044.2002,10889.5,10988.7998,10977.5,0,10977.5
4/23/1998,10970.2002,10827.90039,10966.40039,10918.90039,0,10918.90039
4/24/1998,10912.2002,10767.2998,10839.09961,10879.90039,0,10879.90039
4/27/1998,10812.09961,10555.59961,10812.09961,10593.7002,0,10593.7002
4/28/1998,10678.61035,10302.58008,10358.09961,10678.61035,0,10678.61035
4/29/1998,10668.86035,10419.59961,10668.86035,10471.15039,0,10471.15039
4/30/1998,10490.12012,10267.23047,10490.12012,10383.67969,0,10383.67969
5/1/1998,10613.29004,10514.37012,10538.7002,10563.67969,0,10563.67969
5/4/1998,10619.2002,10401.82031,10610.96973,10439.41992,0,10439.41992
5/5/1998,10475.87012,10132.62988,10460.20996,10153.66016,0,10153.66016
5/6/1998,10186.15039,9983.339844,10036.40039,10109.13965,0,10109.13965
5/7/1998,9994.080078,9842.459961,9992.759766,9971.929688,0,9971.929688
5/8/1998,10095.62012,9908.129883,9911.910156,10060.37988,0,10060.37988
5/11/1998,10135.33008,9953.269531,10106.44043,10096.37012,0,10096.37012
5/12/1998,10130.5,9819.169922,10033.37988,9841.509766,0,9841.509766
5/13/1998,9710.730469,9456.589844,9710.730469,9469.290039,0,9469.290039
5/14/1998,9612.990234,9303.030273,9485.740234,9591.950195,0,9591.950195
5/15/1998,9716.950195,9499.019531,9573.080078,9538.389648,0,9538.389648
5/18/1998,9539.179688,9368.429688,9478.570313,9411.969727,0,9411.969727
5/19/1998,9486.570313,9209.969727,9344.429688,9449.110352,0,9449.110352
5/20/1998,9555.549805,9264.299805,9333.629883,9549.179688,0,9549.179688
5/21/1998,9725.110352,9489.509766,9693.589844,9670.450195,0,9670.450195
5/22/1998,9659.980469,9535.530273,9613.679688,9555.980469,0,9555.980469
5/26/1998,9529.320313,9421.620117,9529.320313,9482.209961,0,9482.209961
5/27/1998,9357.910156,8914.230469,9357.910156,8983.429688,0,8983.429688
5/28/1998,9066.790039,8853.05957,8931.55957,8877.94043,0,8877.94043
5/29/1998,8949.469727,8836.379883,8853.629883,8934.55957,0,8934.55957
6/1/1998,9089.410156,8607.889648,9049.480469,8612.009766,0,8612.009766
6/2/1998,8618.669922,8351.110352,8618.669922,8598.169922,0,8598.169922
6/3/1998,8915.290039,8537.769531,8631.549805,8819.219727,0,8819.219727
6/4/1998,8805.419922,8542.030273,8805.419922,8558.429688,0,8558.429688
6/5/1998,8672.099609,8546.349609,8606.549805,8569.469727,0,8569.469727
6/8/1998,8666.25,8424.219727,8623.05957,8586.629883,0,8586.629883
6/9/1998,8617.700195,8347.980469,8615.299805,8391.459961,0,8391.459961
6/10/1998,8261.75,7906.390137,8261.75,7979.370117,0,7979.370117
6/11/1998,7929.02002,7673.25,7881.580078,7886.069824,0,7886.069824
6/12/1998,7970.529785,7740.839844,7749.490234,7915.439941,0,7915.439941
6/15/1998,7803.930176,7438.720215,7803.930176,7462.5,0,7462.5
6/16/1998,7642.660156,7351.680176,7426.609863,7526.450195,0,7526.450195
6/17/1998,8005.759766,7745.27002,7787.830078,8004.350098,0,8004.350098
6/18/1998,8644.139648,8416.769531,8485.629883,8515.969727,0,8515.969727
6/19/1998,8677.490234,8350.450195,8396.259766,8591.910156,0,8591.910156
6/22/1998,8531.299805,8180.040039,8531.299805,8204.209961,0,8204.209961
6/23/1998,8341.44043,8048.819824,8284.589844,8219.669922,0,8219.669922
6/24/1998,8312.160156,8109.689941,8221.179688,8296.769531,0,8296.769531
6/25/1998,8705.80957,8272.969727,8293.820313,8665.830078,0,8665.830078
6/26/1998,8702.25,8410.599609,8635.990234,8607.860352,0,8607.860352
6/29/1998,8790.549805,8444.25,8663.389648,8460.709961,0,8460.709961
6/30/1998,8660.129883,8471.879883,8547.419922,8543.099609,0,8543.099609
7/1/1998,,,,,,
7/2/1998,8970.740234,8844.099609,8844.099609,8866.160156,0,8866.160156
7/6/1998,8629.110352,8451.830078,8629.110352,8484.120117,0,8484.120117
7/7/1998,8560.75,8444.179688,8503.080078,8444.179688,0,8444.179688
7/8/1998,8668.709961,8483.759766,8483.759766,8629.179688,0,8629.179688
7/9/1998,8655.419922,8429.570313,8639.099609,8433.780273,0,8433.780273
7/10/1998,8379.769531,8129.560059,8379.769531,8205.769531,0,8205.769531
7/13/1998,8113.799805,7912.22998,8109.680176,8099.200195,0,8099.200195
7/14/1998,8207.150391,8072.069824,8180.129883,8178.930176,0,8178.930176
